iter	RMSE
263	0.0002260512987
264	0.0002232256575
265	0.0002204353367
266	0.0002176798949
267	0.0002149588962
268	0.00021227191
269	0.0002096185111
270	0.0002069982796
271	0.0002044108011
272	0.000201855666
273	0.0001993324702
274	0.0001968408143
275	0.0001943803041
276	0.0001919505502
277	0.0001895511683
278	0.0001871817787
279	0.0001848420064
280	0.0001825314813
281	0.0001802498377
282	0.0001779967147
283	0.0001757717558
284	0.0001735746088
285	0.0001714049261
286	0.0001692623645
287	0.0001671465849
288	0.0001650572526
289	0.0001629940369
290	0.0001609566114
291	0.0001589446537
292	0.0001569578455
293	0.0001549958724
294	0.000153058424
295	0.0001511451937
296	0.0001492558787
297	0.0001473901802
298	0.0001455478029
299	0.0001437284554
300	0.0001419318497
301	0.0001401577015
302	0.0001384057302
303	0.0001366756586
304	0.0001349672128
305	0.0001332801226
306	0.0001316141211
307	0.0001299689445
308	0.0001283443327
309	0.0001267400285
310	0.0001251557781
311	0.0001235913309
312	0.0001220464392
313	0.0001205208587
314	0.000119014348
315	0.0001175266686
316	0.0001160575852
317	0.0001146068654
318	0.0001131742795
319	0.000111759601
320	0.000110362606
321	0.0001089830734
322	0.0001076207849
323	0.0001062755251
324	0.000104947081
325	0.0001036352425
326	0.0001023398019
327	0.0001010605544
328	9.979729745e-05
329	9.854983122e-05
330	9.731795831e-05
331	9.610148381e-05
332	9.490021525e-05
333	9.371396254e-05
334	9.254253799e-05
335	9.138575625e-05
336	9.024343428e-05
337	8.911539133e-05
338	8.800144892e-05
339	8.690143079e-05
340	8.581516289e-05
341	8.474247334e-05
342	8.368319241e-05
343	8.263715249e-05
344	8.160418807e-05
345	8.05841357e-05
346	7.957683399e-05
347	7.858212355e-05
348	7.759984699e-05
349	7.662984889e-05
350	7.567197576e-05
351	7.472607605e-05
352	7.379200009e-05
353	7.286960007e-05
354	7.195873006e-05
355	7.105924592e-05
356	7.017100533e-05
357	6.929386775e-05
358	6.842769439e-05
359	6.75723482e-05
360	6.672769383e-05
361	6.589359765e-05
362	6.506992767e-05
363	6.425655356e-05
364	6.345334663e-05
365	6.266017978e-05
366	6.187692752e-05
367	6.110346592e-05
368	6.033967258e-05
369	5.958542666e-05
370	5.884060882e-05
371	5.81051012e-05
372	5.737878742e-05
373	5.666155257e-05
374	5.595328315e-05
375	5.52538671e-05
376	5.456319375e-05
377	5.388115382e-05
378	5.320763939e-05
379	5.254254389e-05
380	5.188576208e-05
381	5.123719004e-05
382	5.059672516e-05
383	4.996426608e-05
384	4.933971275e-05
385	4.872296633e-05
386	4.811392924e-05
387	4.751250512e-05
388	4.691859879e-05
389	4.63321163e-05
390	4.575296484e-05
391	4.518105277e-05
392	4.46162896e-05
393	4.405858597e-05
394	4.350785364e-05
395	4.296400546e-05
396	4.242695538e-05
397	4.189661843e-05
398	4.13729107e-05
399	4.08557493e-05
400	4.034505243e-05
401	3.984073927e-05
402	3.934273002e-05
403	3.885094589e-05
404	3.836530906e-05
405	3.788574269e-05
406	3.74121709e-05
407	3.694451875e-05
408	3.648271226e-05
409	3.602667835e-05
410	3.557634486e-05
411	3.513164055e-05
412	3.469249503e-05
413	3.425883884e-05
414	3.383060335e-05
415	3.34077208e-05
416	3.299012428e-05
417	3.257774772e-05
418	3.217052587e-05
419	3.176839429e-05
420	3.137128936e-05
421	3.097914823e-05
422	3.059190888e-05
423	3.020951001e-05
424	2.983189113e-05
425	2.945899248e-05
426	2.909075507e-05
427	2.872712063e-05
428	2.836803161e-05
429	2.801343121e-05
430	2.766326332e-05
431	2.731747252e-05
432	2.697600411e-05
433	2.663880405e-05
434	2.6305819e-05
435	2.597699626e-05
436	2.56522838e-05
437	2.533163025e-05
438	2.501498486e-05
439	2.470229755e-05
440	2.439351882e-05
441	2.408859983e-05
442	2.378749233e-05
443	2.349014867e-05
444	2.319652181e-05
445	2.290656528e-05
446	2.262023321e-05
447	2.233748029e-05
448	2.205826179e-05
449	2.178253351e-05
450	2.151025184e-05
451	2.124137368e-05
452	2.097585651e-05
453	2.07136583e-05
454	2.045473757e-05
455	2.019905334e-05
456	1.994656517e-05
457	1.96972331e-05
458	1.945101769e-05
459	1.920787996e-05
460	1.896778146e-05
461	1.873068419e-05
462	1.849655063e-05
463	1.826534374e-05
464	1.803702694e-05
465	1.78115641e-05
466	1.758891955e-05
467	1.736905805e-05
468	1.715194482e-05
469	1.693754551e-05
470	1.672582619e-05
471	1.651675336e-05
472	1.631029394e-05
473	1.610641526e-05
474	1.590508507e-05
475	1.57062715e-05
476	1.55099431e-05
477	1.531606881e-05
478	1.512461795e-05
479	1.493556022e-05
480	1.474886572e-05
481	1.456450489e-05
482	1.438244858e-05
483	1.420266797e-05
484	1.402513462e-05
485	1.384982043e-05
486	1.367669767e-05
487	1.350573895e-05
488	1.333691721e-05
489	1.317020574e-05
490	1.300557817e-05
491	1.284300844e-05
492	1.268247083e-05
493	1.252393994e-05
494	1.236739069e-05
495	1.221279831e-05
496	1.206013832e-05
497	1.190938659e-05
498	1.176051926e-05
499	1.161351277e-05
500	1.146834385e-05
501	1.132498955e-05
502	1.118342718e-05
503	1.104363434e-05
504	1.090558891e-05
505	1.076926905e-05
506	1.063465318e-05
507	1.050172001e-05
508	1.037044851e-05
509	1.02408179e-05
510	1.011280768e-05
511	9.986397579e-06
512	9.861567608e-06
513	9.738298011e-06
514	9.616569284e-06
515	9.496362166e-06
516	9.377657637e-06
517	9.260436915e-06
518	9.144681452e-06
519	9.030372932e-06
520	8.917493269e-06
521	8.806024601e-06
522	8.695949292e-06
523	8.587249924e-06
524	8.479909299e-06
525	8.373910431e-06
526	8.269236549e-06
527	8.16587109e-06
528	8.0637977e-06
529	7.963000227e-06
530	7.863462723e-06
531	7.765169438e-06
532	7.668104818e-06
533	7.572253507e-06
534	7.477600336e-06
535	7.384130331e-06
536	7.2918287e-06
537	7.20068084e-06
538	7.110672328e-06
539	7.021788923e-06
540	6.93401656e-06
541	6.847341352e-06
542	6.761749584e-06
543	6.677227712e-06
544	6.593762365e-06
545	6.511340334e-06
546	6.429948579e-06
547	6.34957422e-06
548	6.270204541e-06
549	6.191826983e-06
550	6.114429145e-06
551	6.037998779e-06
552	5.962523794e-06
553	5.887992245e-06
554	5.814392341e-06
555	5.741712436e-06
556	5.669941029e-06
557	5.599066765e-06
558	5.529078429e-06
559	5.459964948e-06
560	5.391715385e-06
561	5.324318942e-06
562	5.257764954e-06
563	5.192042891e-06
564	5.127142354e-06
565	5.063053074e-06
566	4.999764909e-06
567	4.937267847e-06
568	4.875551998e-06
569	4.814607597e-06
570	4.754425001e-06
571	4.694994688e-06
572	4.636307253e-06
573	4.578353412e-06
574	4.521123993e-06
575	4.464609943e-06
576	4.408802318e-06
577	4.353692288e-06
578	4.299271133e-06
579	4.245530243e-06
580	4.192461114e-06
581	4.14005535e-06
582	4.088304657e-06
583	4.037200848e-06
584	3.986735837e-06
585	3.936901638e-06
586	3.887690367e-06
587	3.839094237e-06
588	3.791105558e-06
589	3.743716738e-06
590	3.696920278e-06
591	3.650708774e-06
592	3.605074913e-06
593	3.560011476e-06
594	3.515511332e-06
595	3.47156744e-06
596	3.428172846e-06
597	3.385320685e-06
598	3.343004176e-06
599	3.301216623e-06
